"NAME" "SEASON" "GAME_NUM" "DATE" "TEAM" "OPP" "THREE_PT" "THREE_PT_ATTEMPT" "THREE_PT_PCT"
"Jason Richardson" "07-08" 57 "2008-02-27" "CHA" "NYK" 1 3 0
"Jason Richardson" "07-08" 58 "2008-02-29" "CHA" "BOS" 4 13 0
"Jason Richardson" "07-08" 59 "2008-03-02" "CHA" "TOR" 3 8 0
"Jason Richardson" "07-08" 60 "2008-03-04" "CHA" "MIN" 4 8 0
"Jason Richardson" "07-08" 61 "2008-03-05" "CHA" "GSW" 5 12 0
"Jason Richardson" "07-08" 62 "2008-03-07" "CHA" "ATL" 1 6 0
"Jason Richardson" "07-08" 63 "2008-03-08" "CHA" "WAS" 5 9 0
"Jason Richardson" "07-08" 64 "2008-03-12" "CHA" "DAL" 2 8 0
"Jason Richardson" "07-08" 65 "2008-03-14" "CHA" "HOU" 3 9 0
"Jason Richardson" "07-08" 66 "2008-03-16" "CHA" "CLE" 6 11 0
"Jason Richardson" "07-08" 67 "2008-03-17" "CHA" "MEM" 0 7 0
"Jason Richardson" "07-08" 68 "2008-03-19" "CHA" "IND" 1 6 0
"Jason Richardson" "07-08" 69 "2008-03-22" "CHA" "MIA" 2 5 0
"Jason Richardson" "07-08" 70 "2008-03-25" "CHA" "UTA" 4 8 0
"Jason Richardson" "07-08" 71 "2008-03-26" "CHA" "LAL" 4 12 0
"Jason Richardson" "07-08" 72 "2008-03-28" "CHA" "SEA" 6 10 0
"Jason Richardson" "07-08" 73 "2008-03-29" "CHA" "POR" 1 8 0
"Jason Richardson" "07-08" 74 "2008-03-31" "CHA" "TOR" 4 10 0
"Jason Richardson" "07-08" 75 "2008-04-02" "CHA" "CLE" 4 8 0
"Jason Richardson" "07-08" 76 "2008-04-04" "CHA" "TOR" 4 7 0
"Jason Richardson" "07-08" 77 "2008-04-05" "CHA" "BOS" 1 7 0
"Jason Richardson" "07-08" 78 "2008-04-08" "CHA" "MIN" 5 8 0
"Jason Richardson" "07-08" 79 "2008-04-09" "CHA" "NYK" 4 11 0
"Jason Richardson" "07-08" 80 "2008-04-12" "CHA" "IND" 2 6 0
"Jason Richardson" "07-08" 81 "2008-04-15" "CHA" "NJN" 5 10 0
"Jason Richardson" "07-08" 82 "2008-04-16" "CHA" "PHI" 3 7 0
"Peja Stojakovic" "03-04" 1 "2003-10-29" "SAC" "CLE" 2 8 0
"Peja Stojakovic" "03-04" 2 "2003-10-31" "SAC" "PHI" 3 4 0
"Peja Stojakovic" "03-04" 3 "2003-11-01" "SAC" "DEN" 3 8 0
"Peja Stojakovic" "03-04" 4 "2003-11-05" "SAC" "MIN" 5 6 0
"Peja Stojakovic" "03-04" 5 "2003-11-07" "SAC" "NYK" 3 7 0
"Peja Stojakovic" "03-04" 6 "2003-11-09" "SAC" "BOS" 0 4 0
"Peja Stojakovic" "03-04" 7 "2003-11-11" "SAC" "DET" 0 5 0
"Peja Stojakovic" "03-04" 8 "2003-11-13" "SAC" "POR" 5 9 0
"Peja Stojakovic" "03-04" 9 "2003-11-14" "SAC" "TOR" 0 3 0
"Peja Stojakovic" "03-04" 10 "2003-11-16" "SAC" "GSW" 4 6 0
"Peja Stojakovic" "03-04" 11 "2003-11-19" "SAC" "UTA" 0 3 0
"Peja Stojakovic" "03-04" 12 "2003-11-21" "SAC" "ORL" 2 5 0
"Peja Stojakovic" "03-04" 13 "2003-11-23" "SAC" "CHI" 3 6 0
"Peja Stojakovic" "03-04" 14 "2003-11-25" "SAC" "MEM" 2 4 0
"Peja Stojakovic" "03-04" 15 "2003-11-28" "SAC" "HOU" 0 0 NA
"Peja Stojakovic" "03-04" 16 "2003-11-30" "SAC" "NJN" 4 7 0
"Peja Stojakovic" "03-04" 17 "2003-12-05" "SAC" "MIN" 3 7 0
"Peja Stojakovic" "03-04" 18 "2003-12-07" "SAC" "IND" 3 6 0
"Peja Stojakovic" "03-04" 19 "2003-12-09" "SAC" "LAC" 3 8 0
"Peja Stojakovic" "03-04" 20 "2003-12-12" "SAC" "UTA" 0 4 0
"Peja Stojakovic" "03-04" 21 "2003-12-14" "SAC" "PHO" 5 8 0
"Peja Stojakovic" "03-04" 22 "2003-12-16" "SAC" "MEM" 1 4 0
"Peja Stojakovic" "03-04" 23 "2003-12-18" "SAC" "NOH" 3 6 0
"Peja Stojakovic" "03-04" 24 "2003-12-19" "SAC" "ATL" 3 9 0
"Peja Stojakovic" "03-04" 25 "2003-12-21" "SAC" "POR" 5 11 0
"Peja Stojakovic" "03-04" 26 "2003-12-23" "SAC" "MEM" 5 10 0
"Peja Stojakovic" "03-04" 27 "2003-12-26" "SAC" "GSW" 2 6 0
"Peja Stojakovic" "03-04" 28 "2003-12-28" "SAC" "UTA" 4 10 0
"Peja Stojakovic" "03-04" 29 "2004-01-03" "SAC" "LAC" 3 4 0
"Peja Stojakovic" "03-04" 30 "2004-01-04" "SAC" "SEA" 6 10 0
"Peja Stojakovic" "03-04" 31 "2004-01-06" "SAC" "ATL" 5 11 0
"Peja Stojakovic" "03-04" 32 "2004-01-07" "SAC" "SEA" 1 5 0
"Peja Stojakovic" "03-04" 33 "2004-01-09" "SAC" "PHO" 5 10 0
"Peja Stojakovic" "03-04" 34 "2004-01-11" "SAC" "DEN" 4 12 0
"Peja Stojakovic" "03-04" 35 "2004-01-13" "SAC" "MIA" 2 7 0
"Peja Stojakovic" "03-04" 36 "2004-01-16" "SAC" "LAL" 2 6 0
"Peja Stojakovic" "03-04" 37 "2004-01-19" "SAC" "LAC" 5 7 0
"Peja Stojakovic" "03-04" 38 "2004-01-20" "SAC" "POR" 5 12 0
"Peja Stojakovic" "03-04" 39 "2004-01-22" "SAC" "CLE" 6 9 0
"Peja Stojakovic" "03-04" 40 "2004-01-23" "SAC" "MEM" 0 2 0
"Peja Stojakovic" "03-04" 41 "2004-01-25" "SAC" "DAL" 2 8 0
"Peja Stojakovic" "03-04" 42 "2004-01-28" "SAC" "HOU" 2 6 0
"Peja Stojakovic" "03-04" 43 "2004-01-29" "SAC" "SAS" 3 5 0
"Peja Stojakovic" "03-04" 44 "2004-01-31" "SAC" "SEA" 4 13 0
"Peja Stojakovic" "03-04" 45 "2004-02-03" "SAC" "SEA" 2 8 0
"Peja Stojakovic" "03-04" 46 "2004-02-06" "SAC" "SAS" 2 5 0
"Peja Stojakovic" "03-04" 47 "2004-02-08" "SAC" "DEN" 7 11 0
"Peja Stojakovic" "03-04" 48 "2004-02-10" "SAC" "MIL" 2 7 0
"Peja Stojakovic" "03-04" 49 "2004-02-11" "SAC" "DET" 4 8 0
"Peja Stojakovic" "03-04" 50 "2004-02-17" "SAC" "BOS" 4 7 0
"Peja Stojakovic" "03-04" 51 "2004-02-19" "SAC" "MIN" 2 3 0
"Peja Stojakovic" "03-04" 52 "2004-02-20" "SAC" "CHI" 5 9 0
"Peja Stojakovic" "03-04" 53 "2004-02-22" "SAC" "TOR" 3 5 0
"Peja Stojakovic" "03-04" 54 "2004-02-24" "SAC" "NYK" 4 8 0
"Peja Stojakovic" "03-04" 55 "2004-02-26" "SAC" "LAL" 7 11 0
"Peja Stojakovic" "03-04" 56 "2004-02-27" "SAC" "UTA" 3 5 0
"Peja Stojakovic" "03-04" 57 "2004-02-29" "SAC" "PHO" 5 13 0
"Peja Stojakovic" "03-04" 58 "2004-03-02" "SAC" "LAC" 2 4 0
"Peja Stojakovic" "03-04" 59 "2004-03-04" "SAC" "PHI" 3 8 0
"Peja Stojakovic" "03-04" 60 "2004-03-06" "SAC" "MIA" 2 7 0
"Peja Stojakovic" "03-04" 61 "2004-03-07" "SAC" "ORL" 3 7 0
"Peja Stojakovic" "03-04" 62 "2004-03-09" "SAC" "GSW" 1 8 0
"Peja Stojakovic" "03-04" 63 "2004-03-11" "SAC" "DAL" 4 9 0
"Peja Stojakovic" "03-04" 64 "2004-03-12" "SAC" "POR" 3 5 0
"Peja Stojakovic" "03-04" 65 "2004-03-14" "SAC" "SAS" 3 6 0
"Peja Stojakovic" "03-04" 66 "2004-03-16" "SAC" "NJN" 1 3 0
"Peja Stojakovic" "03-04" 67 "2004-03-17" "SAC" "WAS" 3 6 0
"Peja Stojakovic" "03-04" 68 "2004-03-19" "SAC" "IND" 2 9 0
"Peja Stojakovic" "03-04" 69 "2004-03-21" "SAC" "HOU" 5 10 0
"Peja Stojakovic" "03-04" 70 "2004-03-23" "SAC" "MIL" 4 7 0
"Peja Stojakovic" "03-04" 71 "2004-03-24" "SAC" "LAL" 2 5 0
"Peja Stojakovic" "03-04" 72 "2004-03-28" "SAC" "WAS" 4 8 0
"Peja Stojakovic" "03-04" 73 "2004-03-31" "SAC" "SAS" 3 6 0
"Peja Stojakovic" "03-04" 74 "2004-04-01" "SAC" "DAL" 2 5 0
"Peja Stojakovic" "03-04" 75 "2004-04-04" "SAC" "HOU" 3 6 0
"Peja Stojakovic" "03-04" 76 "2004-04-06" "SAC" "NOH" 5 9 0
"Peja Stojakovic" "03-04" 77 "2004-04-08" "SAC" "MIN" 0 0 NA
"Peja Stojakovic" "03-04" 78 "2004-04-09" "SAC" "PHO" 3 9 0
"Peja Stojakovic" "03-04" 79 "2004-04-11" "SAC" "LAL" 1 4 0
"Peja Stojakovic" "03-04" 80 "2004-04-12" "SAC" "DEN" 0 6 0
"Peja Stojakovic" "03-04" 81 "2004-04-14" "SAC" "GSW" 3 6 0
"Peja Stojakovic" "07-08" 1 "2007-10-31" "NOH" "SAC" 4 7 0
"Peja Stojakovic" "07-08" 2 "2007-11-02" "NOH" "POR" 4 10 0
"Peja Stojakovic" "07-08" 3 "2007-11-04" "NOH" "DEN" 1 8 0
"Peja Stojakovic" "07-08" 4 "2007-11-06" "NOH" "LAL" 10 13 0
"Peja Stojakovic" "07-08" 5 "2007-11-07" "NOH" "POR" 1 4 0
"Peja Stojakovic" "07-08" 6 "2007-11-09" "NOH" "SAS" 0 2 0
"Peja Stojakovic" "07-08" 7 "2007-11-11" "NOH" "PHI" 2 4 0
"Peja Stojakovic" "07-08" 8 "2007-11-12" "NOH" "NJN" 4 7 0
"Peja Stojakovic" "07-08" 9 "2007-11-14" "NOH" "PHI" 1 2 0
"Peja Stojakovic" "07-08" 10 "2007-11-16" "NOH" "MEM" 2 6 0
"Peja Stojakovic" "07-08" 11 "2007-11-17" "NOH" "MIN" 4 6 0
"Peja Stojakovic" "07-08" 12 "2007-11-19" "NOH" "ORL" 2 4 0
"Peja Stojakovic" "07-08" 13 "2007-11-21" "NOH" "IND" 3 8 0
"Peja Stojakovic" "07-08" 14 "2007-11-23" "NOH" "UTA" 1 4 0
"Peja Stojakovic" "07-08" 15 "2007-11-24" "NOH" "LAC" 3 4 0
"Peja Stojakovic" "07-08" 16 "2007-11-26" "NOH" "MIN" 3 6 0
"Peja Stojakovic" "07-08" 17 "2007-11-30" "NOH" "ATL" 0 6 0
"Peja Stojakovic" "07-08" 18 "2007-12-01" "NOH" "DAL" 4 6 0
"Peja Stojakovic" "07-08" 19 "2007-12-05" "NOH" "DET" 2 5 0
"Peja Stojakovic" "07-08" 20 "2007-12-07" "NOH" "MEM" 1 3 0
"Peja Stojakovic" "07-08" 21 "2007-12-14" "NOH" "DAL" 2 5 0
"Peja Stojakovic" "07-08" 22 "2007-12-22" "NOH" "MIN" 1 4 0
"Peja Stojakovic" "07-08" 23 "2007-12-26" "NOH" "MEM" 5 11 0
"Peja Stojakovic" "07-08" 24 "2007-12-28" "NOH" "CHA" 1 6 0
"Peja Stojakovic" "07-08" 25 "2007-12-29" "NOH" "CLE" 2 6 0
"Peja Stojakovic" "07-08" 26 "2007-12-31" "NOH" "TOR" 3 9 0
"Peja Stojakovic" "07-08" 27 "2008-01-02" "NOH" "LAC" 4 10 0
"Peja Stojakovic" "07-08" 28 "2008-01-04" "NOH" "GSW" 6 9 0
"Peja Stojakovic" "07-08" 29 "2008-01-05" "NOH" "PHO" 3 8 0
"Peja Stojakovic" "07-08" 30 "2008-01-09" "NOH" "LAL" 1 4 0
"Peja Stojakovic" "07-08" 31 "2008-01-11" "NOH" "MIA" 2 5 0
"Peja Stojakovic" "07-08" 32 "2008-01-13" "NOH" "HOU" 0 1 0
"Peja Stojakovic" "07-08" 33 "2008-01-16" "NOH" "SEA" 4 6 0
"Peja Stojakovic" "07-08" 34 "2008-01-18" "NOH" "CHA" 5 7 0
"Peja Stojakovic" "07-08" 35 "2008-01-21" "NOH" "MIL" 4 8 0
"Peja Stojakovic" "07-08" 36 "2008-01-23" "NOH" "POR" 1 4 0
"Peja Stojakovic" "07-08" 37 "2008-01-25" "NOH" "LAC" 6 9 0
"Peja Stojakovic" "07-08" 38 "2008-01-26" "NOH" "SAS" 4 6 0
"Peja Stojakovic" "07-08" 39 "2008-01-28" "NOH" "DEN" 4 8 0
"Peja Stojakovic" "07-08" 40 "2008-01-30" "NOH" "GSW" 3 7 0
"Peja Stojakovic" "07-08" 41 "2008-02-01" "NOH" "SAC" 7 13 0
"Peja Stojakovic" "07-08" 42 "2008-02-04" "NOH" "UTA" 2 3 0
"Peja Stojakovic" "07-08" 43 "2008-02-06" "NOH" "PHO" 2 3 0
"Peja Stojakovic" "07-08" 44 "2008-02-09" "NOH" "MEM" 6 12 0
"Peja Stojakovic" "07-08" 45 "2008-02-12" "NOH" "CHI" 6 9 0
"Peja Stojakovic" "07-08" 46 "2008-02-13" "NOH" "MIL" 3 3 1
"Peja Stojakovic" "07-08" 47 "2008-02-20" "NOH" "DAL" 3 4 0
"Peja Stojakovic" "07-08" 48 "2008-02-22" "NOH" "HOU" 1 3 0
"Peja Stojakovic" "07-08" 49 "2008-02-23" "NOH" "SAS" 1 4 0
"Peja Stojakovic" "07-08" 50 "2008-02-25" "NOH" "WAS" 3 11 0
"Peja Stojakovic" "07-08" 51 "2008-02-27" "NOH" "PHO" 2 6 0
"Peja Stojakovic" "07-08" 52 "2008-02-29" "NOH" "UTA" 3 7 0
"Peja Stojakovic" "07-08" 53 "2008-03-02" "NOH" "WAS" 4 8 0
"Peja Stojakovic" "07-08" 54 "2008-03-03" "NOH" "NYK" 3 10 0
"Peja Stojakovic" "07-08" 55 "2008-03-05" "NOH" "ATL" 7 11 0
"Peja Stojakovic" "07-08" 56 "2008-03-07" "NOH" "NJN" 1 5 0
"Peja Stojakovic" "07-08" 57 "2008-03-08" "NOH" "HOU" 3 5 0
"Peja Stojakovic" "07-08" 58 "2008-03-12" "NOH" "SAS" 1 2 0
"Peja Stojakovic" "07-08" 59 "2008-03-14" "NOH" "LAL" 5 9 0
"Peja Stojakovic" "07-08" 60 "2008-03-16" "NOH" "DET" 2 6 0
"Peja Stojakovic" "07-08" 61 "2008-03-17" "NOH" "CHI" 3 11 0
"Peja Stojakovic" "07-08" 62 "2008-03-19" "NOH" "HOU" 1 4 0
"Peja Stojakovic" "07-08" 63 "2008-03-22" "NOH" "BOS" 2 9 0
"Peja Stojakovic" "07-08" 64 "2008-03-25" "NOH" "IND" 4 7 0
"Peja Stojakovic" "07-08" 65 "2008-03-26" "NOH" "CLE" 6 9 0
"Peja Stojakovic" "07-08" 66 "2008-03-28" "NOH" "BOS" 3 11 0
"Peja Stojakovic" "07-08" 67 "2008-03-30" "NOH" "TOR" 5 7 0
"Peja Stojakovic" "07-08" 68 "2008-04-01" "NOH" "ORL" 1 5 0
"Peja Stojakovic" "07-08" 69 "2008-04-02" "NOH" "MIA" 4 9 0
"Peja Stojakovic" "07-08" 70 "2008-04-04" "NOH" "NYK" 4 10 0
"Peja Stojakovic" "07-08" 71 "2008-04-06" "NOH" "GSW" 3 10 0
"Peja Stojakovic" "07-08" 72 "2008-04-08" "NOH" "UTA" 1 7 0
"Peja Stojakovic" "07-08" 73 "2008-04-09" "NOH" "MIN" 5 8 0
"Peja Stojakovic" "07-08" 74 "2008-04-11" "NOH" "LAL" 6 11 0
"Peja Stojakovic" "07-08" 75 "2008-04-12" "NOH" "SAC" 2 11 0
"Peja Stojakovic" "07-08" 76 "2008-04-15" "NOH" "LAC" 2 11 0
"Peja Stojakovic" "07-08" 77 "2008-04-16" "NOH" "DAL" 1 2 0
"Klay Thompson" "14-15" 1 "2014-10-29" "GSW" "SAC" 2 8 0
"Klay Thompson" "14-15" 2 "2014-11-01" "GSW" "LAL" 5 7 0
"Klay Thompson" "14-15" 3 "2014-11-02" "GSW" "POR" 3 7 0
"Klay Thompson" "14-15" 4 "2014-11-05" "GSW" "LAC" 3 4 0
"Klay Thompson" "14-15" 5 "2014-11-08" "GSW" "HOU" 0 6 0
"Klay Thompson" "14-15" 6 "2014-11-11" "GSW" "SAS" 5 6 0
"Klay Thompson" "14-15" 7 "2014-11-13" "GSW" "BRK" 4 9 0
"Klay Thompson" "14-15" 8 "2014-11-15" "GSW" "CHO" 4 6 0
"Klay Thompson" "14-15" 9 "2014-11-16" "GSW" "LAL" 2 7 0
"Klay Thompson" "14-15" 10 "2014-11-21" "GSW" "UTA" 1 5 0
"Klay Thompson" "14-15" 11 "2014-11-23" "GSW" "OKC" 4 11 0
"Klay Thompson" "14-15" 12 "2014-11-25" "GSW" "MIA" 3 7 0
"Klay Thompson" "14-15" 13 "2014-11-26" "GSW" "ORL" 0 2 0
"Klay Thompson" "14-15" 14 "2014-11-28" "GSW" "CHO" 3 5 0
"Klay Thompson" "14-15" 15 "2014-11-30" "GSW" "DET" 2 2 1
"Klay Thompson" "14-15" 16 "2014-12-02" "GSW" "ORL" 4 8 0
"Klay Thompson" "14-15" 17 "2014-12-04" "GSW" "NOP" 5 8 0
"Klay Thompson" "14-15" 18 "2014-12-06" "GSW" "CHI" 2 8 0
"Klay Thompson" "14-15" 19 "2014-12-08" "GSW" "MIN" 3 6 0
"Klay Thompson" "14-15" 20 "2014-12-10" "GSW" "HOU" 1 8 0
"Klay Thompson" "14-15" 21 "2014-12-13" "GSW" "DAL" 5 11 0
"Klay Thompson" "14-15" 22 "2014-12-14" "GSW" "NOP" 2 7 0
"Klay Thompson" "14-15" 23 "2014-12-16" "GSW" "MEM" 4 5 0
"Klay Thompson" "14-15" 24 "2014-12-18" "GSW" "OKC" 2 4 0
"Klay Thompson" "14-15" 25 "2014-12-22" "GSW" "SAC" 2 4 0
"Klay Thompson" "14-15" 26 "2014-12-23" "GSW" "LAL" 4 8 0
"Klay Thompson" "14-15" 27 "2014-12-25" "GSW" "LAC" 2 10 0
"Klay Thompson" "14-15" 28 "2014-12-27" "GSW" "MIN" 4 9 0
"Klay Thompson" "14-15" 29 "2014-12-30" "GSW" "PHI" 2 8 0
"Klay Thompson" "14-15" 30 "2015-01-02" "GSW" "TOR" 4 6 0
"Klay Thompson" "14-15" 31 "2015-01-05" "GSW" "OKC" 3 5 0
"Klay Thompson" "14-15" 32 "2015-01-07" "GSW" "IND" 6 11 0
"Klay Thompson" "14-15" 33 "2015-01-09" "GSW" "CLE" 4 10 0
"Klay Thompson" "14-15" 34 "2015-01-13" "GSW" "UTA" 2 2 1
"Klay Thompson" "14-15" 35 "2015-01-14" "GSW" "MIA" 3 9 0
"Klay Thompson" "14-15" 36 "2015-01-16" "GSW" "OKC" 3 6 0
"Klay Thompson" "14-15" 37 "2015-01-17" "GSW" "HOU" 3 5 0
"Klay Thompson" "14-15" 38 "2015-01-19" "GSW" "DEN" 4 8 0
"Klay Thompson" "14-15" 39 "2015-01-21" "GSW" "HOU" 3 8 0
"Klay Thompson" "14-15" 40 "2015-01-23" "GSW" "SAC" 11 15 0
"Klay Thompson" "14-15" 41 "2015-01-25" "GSW" "BOS" 3 7 0
"Klay Thompson" "14-15" 42 "2015-01-27" "GSW" "CHI" 4 10 0
"Klay Thompson" "14-15" 43 "2015-01-30" "GSW" "UTA" 0 3 0
"Klay Thompson" "14-15" 44 "2015-01-31" "GSW" "PHO" 3 9 0
"Klay Thompson" "14-15" 45 "2015-02-03" "GSW" "SAC" 2 5 0
"Klay Thompson" "14-15" 46 "2015-02-04" "GSW" "DAL" 4 10 0
"Klay Thompson" "14-15" 47 "2015-02-06" "GSW" "ATL" 4 8 0
"Klay Thompson" "14-15" 48 "2015-02-07" "GSW" "NYK" 2 6 0
"Klay Thompson" "14-15" 49 "2015-02-09" "GSW" "PHI" 1 6 0
"Klay Thompson" "14-15" 50 "2015-02-11" "GSW" "MIN" 3 7 0
"Klay Thompson" "14-15" 51 "2015-02-20" "GSW" "SAS" 3 7 0
"Klay Thompson" "14-15" 52 "2015-02-22" "GSW" "IND" 5 13 0
"Klay Thompson" "14-15" 53 "2015-02-24" "GSW" "WAS" 1 2 0
"Klay Thompson" "14-15" 54 "2015-02-26" "GSW" "CLE" 3 5 0
"Klay Thompson" "14-15" 55 "2015-02-27" "GSW" "TOR" 5 8 0
"Klay Thompson" "14-15" 56 "2015-03-01" "GSW" "BOS" 2 10 0
"Klay Thompson" "14-15" 57 "2015-03-02" "GSW" "BRK" 1 9 0
"Klay Thompson" "14-15" 58 "2015-03-04" "GSW" "MIL" 3 8 0
"Klay Thompson" "14-15" 59 "2015-03-06" "GSW" "DAL" 2 5 0
"Klay Thompson" "14-15" 60 "2015-03-08" "GSW" "LAC" 3 5 0
"Klay Thompson" "14-15" 61 "2015-03-09" "GSW" "PHO" 4 8 0
"Klay Thompson" "14-15" 62 "2015-03-11" "GSW" "DET" 3 6 0
"Klay Thompson" "14-15" 63 "2015-03-14" "GSW" "NYK" 6 10 0
"Klay Thompson" "14-15" 64 "2015-03-16" "GSW" "LAL" 3 9 0
"Klay Thompson" "14-15" 65 "2015-03-23" "GSW" "WAS" 0 5 0
"Klay Thompson" "14-15" 66 "2015-03-24" "GSW" "POR" 1 3 0
"Klay Thompson" "14-15" 67 "2015-03-27" "GSW" "MEM" 6 9 0
"Klay Thompson" "14-15" 68 "2015-03-28" "GSW" "MIL" 3 8 0
"Klay Thompson" "14-15" 69 "2015-03-31" "GSW" "LAC" 3 7 0
"Klay Thompson" "14-15" 70 "2015-04-02" "GSW" "PHO" 2 7 0
"Klay Thompson" "14-15" 71 "2015-04-04" "GSW" "DAL" 5 10 0
"Klay Thompson" "14-15" 72 "2015-04-05" "GSW" "SAS" 0 3 0
"Klay Thompson" "14-15" 73 "2015-04-07" "GSW" "NOP" 1 5 0
"Klay Thompson" "14-15" 74 "2015-04-09" "GSW" "POR" 3 5 0
"Klay Thompson" "14-15" 75 "2015-04-11" "GSW" "MIN" 3 9 0
"Klay Thompson" "14-15" 76 "2015-04-13" "GSW" "MEM" 8 10 0
"Klay Thompson" "14-15" 77 "2015-04-15" "GSW" "DEN" 5 7 0
